Timestamp,"Faced with unclear or ambiguous requirements, I still find myself working hard to get the code to do exactly what's expected.","I don't feel comfortable calling something ""done"" until I've thoroughly tested my code, including edge cases. It is a top priority for me.",Discovering even a minor functional bug in my released code feels like a significant failure.,"I often profile or analyze my code to find opportunities to make it run faster or use less memory, even if it already works.","When choosing libraries or algorithms, I actively consider their impact on speed and resource consumption.",I prioritize writing code that is clear and easy for other developers (or my future self) to understand.,"I consciously structure my code (e.g., using clear patterns, keeping functions focused) to make future modifications or extensions easier. ",Taking the time to add helpful comments or documentation to explain complex or non-obvious parts of the code is important to me.,I make it a point to follow established security best practices and guidelines relevant to my work. ,"When making architectural decisions, I consider how easily the system could be expanded to handle significantly more traffic","If test results look bad, I will openly share these findings- even if it might reflect poorly on me or my team.","I willingly set aside time to help less experienced teammates understand tricky code or concepts, even when it slows down my own tasks.","I would spend extra time or resources checking for potential bias  (bias meaning a consistent inaccuracy or skew in how the code processes or interprets data) in my code, even if it wasn’t strictly required.","For a high-stakes system (e.g., determining eligibility for life-saving medical treatment), I believe fairness (ensuring that individuals or groups are not disadvantaged based on race, gender, disability, etc.) checks are absolutely crucial, even if they add delay to development.  ",I’d be willing to delay a product launch if I suspect user data isn’t well-protected.,"Even for a ‘simple’ analytics feature, I worry about privacy leaks and try to guard user data.","When project pressure rises, I actively work to maintain communication with teammates respectful to keep team morale high.","When something goes wrong, it’s usually everyone’s responsibility to fix it, not just the person who wrote the code.",I sometimes soften or withhold critical feedback during code reviews to avoid hurting a teammate’s feelings and keep our working relationships positive,"If my manager asked me to implement a feature I believe is morally questionable, I’d seriously consider refusing, regardless of the consequences.",I think about the potential negative impacts of my software on society (like spreading misinformation) before deciding how to implement features.,"If implementing a profitable feature raises concerns about negative impacts on a specific user group, I’d still work on it, if it's part of the company's requirements.  ",What country are you from?,What is your current level of professional software development experience?,How do you identify yourself?,Which category best describes your primary role?,How critical is functional correctness in your typical projects?,"My commitment to absolute correctness changes significantly depending on how critical (i.e., the extent to which errors could cause serious consequences) the project is.",Are you working part-time?,"Considering the project(s) you primarily work on now, how important or impactful do you personally feel this work is to the company?",Correctness (the software does exactly what it's supposed to) is highly important to me in my work. ,Best practices (state of the art technology and security standards) is highly important to me in my work.,Maintainability (refers to how easy it is for developers to manage the code after its initial deployment) is highly important to me in my work.,Fairness (ensuring the code does not discriminate against any group of users) is highly important to me in my work.,Accountability and Transparency (owning up to your role in the software’s outcomes- good or bad) is highly important to me in my work.,Respect/Human Relations (treating end-users with empathy and understanding) is highly important to me in my work.,"Broader Social Impact (considering how the software affects society at large, beyond direct business objectives) is highly important to me in my work.",Privacy (safeguarding user data and respecting confidentiality) is highly important to me in my work.,Below are eight values that might influence how you develop software. What is the most important to you?,Below are eight values that might influence how you develop software. What is the least important to you?,Are there any other values or considerations (technical or ethical) you feel are missing from this survey?,"In your own words, describe shortly how does the level of project criticality affect which values you prioritize most?",What country are you from?,What is your current level of professional software development experience?,How do you identify yourself?,Which category best describes your primary role?,How critical is functional correctness in your typical projects?,"My commitment to absolute correctness changes significantly depending on how critical (i.e., the extent to which errors could cause serious consequences) the project is.",Are you working part-time?,We would greatly appreciate it if you could share this survey with others working in software development.,"Considering the project(s) you primarily work on now, how important or impactful do you personally feel this work is to the company?",Correctness (the software does exactly what it's supposed to) is highly important to me in my work. ,Best practices (state of the art technology and security standards) is highly important to me in my work.,Maintainability (refers to how easy it is for developers to manage the code after its initial deployment) is highly important to me in my work.,Fairness (ensuring the code does not discriminate against any group of users) is highly important to me in my work.,Accountability and Transparency (owning up to your role in the software’s outcomes- good or bad) is highly important to me in my work.,12. Respect/Human Relations (treating end-users with empathy and understanding) is highly important to me in my work.,"Broader Social Impact (considering how the software affects society at large, beyond direct business objectives) is highly important to me in my work.",Privacy (safeguarding user data and respecting confidentiality) is highly important to me in my work.
5/14/2025 15:45:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2025 10:31:42,3,7,4,2,6,6,6,4,2,4,6,6,4,6,3,6,6,6,6,3,4,3,Israel,Mid-Level Developer (3-5 yrs),Female,Data Science/ ML Engineer/ AI Engineer,High Criticality,Yes,,7,7,5,6,4,5,7,3,5,Correctness,Broader Social Impact,No,"If it's important, then i'll prioritize correctness",,,,,,,,,,,,,,,,,
5/15/2025 10:50:05,6,3,2,5,4,3,5,4,6,5,6,5,5,7,7,6,6,3,5,4,6,6,israel,Mid-Level Developer (3-5 yrs),Female,Backend,High Criticality,Yes,,6,7,5,4,6,4,7,6,6,Privacy,Software Standards,," if the project is critical most of the times it means that the project has a big impact on the customer, so I want ensure we are protecting customers' privacy",,,,,,,,,,,,,,,,,
5/15/2025 12:29:53,7,7,7,2,1,7,7,7,7,6,2,7,1,7,2,1,7,1,6,6,4,7,Israel,Student,Female,Student,Medium Criticality,Yes,,6,7,4,3,7,6,7,5,7,Accountability and Transparency,Software Standards,,,,,,,,,,,,,,,,,,,
5/16/2025 10:33:38,5,4,3,2,2,5,6,4,4,5,3,7,4,7,7,5,3,3,6,7,6,2,Israel,Mid-Level Developer (3-5 yrs),Male,Backend,Varies Greatly,Yes,,3,5,3,5,6,3,7,4,7,Broader Social Impact,Software Standards,"Perhaps ""simplicity"" as a technical value","In projects that are defined to be more critical, I tend to prioritize the correctness and maintainability higher. If the schedule is tight, good relationships become a bit less prioritized - I defend my opinions more strongly. Broader social impact and privacy would always be a top priority, no matter how critical the project (but in my current work they don't tend to play a major issue anyway, since my company does not really have any contact with users...)",,,,,,,,,,,,,,,,,
5/18/2025 19:10:53,4,3,1,5,3,6,6,7,5,4,6,7,4,7,6,5,6,3,5,5,4,3,Israel,Senior Developer (6+ yrs),Male,Data Science/ ML Engineer/ AI Engineer,High Criticality,Yes,No,7,7,5,7,3,6,5,4,4,Correctness,Software Standards,,,,,,,,,,,,,,,,,,,
5/18/2025 19:38:57,7,6,3,6,3,6,7,7,5,7,7,6,4,3,4,3,5,5,2,2,4,5,Israel ,Mid-Level Developer (3-5 yrs),Male,DevOps,High Criticality,Yes,No,5,7,4,7,5,5,6,4,6,Correctness,Broader Social Impact,,,,,,,,,,,,,,,,,,,
5/18/2025 19:39:25,5,5,5,2,3,7,6,7,7,2,7,5,6,7,5,7,6,2,3,7,6,1,Israel,Mid-Level Developer (3-5 yrs),Male,Backend,Medium Criticality,Yes,No,6,7,6,7,7,7,7,5,7,Broader Social Impact,Work relationships/Organizational visibility,No,If the project is important to the organization it gives me energy and get me the feeling impactfull which leads to more correctness maintainability ,,,,,,,,,,,,,,,,,
5/18/2025 19:45:54,,7,1,7,7,7,7,7,,,7,,4,,,,7,1,1,1,,7,Israel,Junior Developer (0-2 yrs),Male,Data Science/ ML Engineer/ AI Engineer,Varies Greatly,Yes,No,,7,7,,,,7,5,,Work relationships/Organizational visibility,Fairness,,,,,,,,,,,,,,,,,,,
5/18/2025 20:06:45,7,7,2,6,6,7,6,7,7,6,7,7,7,2,6,7,7,4,2,3,2,5,Israel,Senior Developer (6+ yrs),Male,Full-Stack,High Criticality,Yes,No,7,7,7,7,2,7,2,4,3,Maintainability,Fairness,,,,,,,,,,,,,,,,,,,
5/18/2025 21:35:22,6,6,4,5,6,6,6,5,5,5,6,6,5,3,,,6,6,3,4,,5,United States,Junior Developer (0-2 yrs),Male,Other,Medium Criticality,Yes,No,5,6,5,6,,7,6,5,6,Correctness,Software Standards,No,On highly critical projects I would prioritize correctness over other things. On low critical projects other considerations have more say.,,,,,,,,,,,,,,,,,
5/19/2025 7:54:59,4,2,4,1,7,7,7,2,7,7,7,4,4,4,4,7,7,4,4,4,4,4,Israel,"Senior Developer (6+ yrs), Lead/Architect/Manager",Prefer not to say,Other,High Criticality,Yes,No,7,7,7,7,4,7,7,2,7,Software Standards,Fairness,,,,,,,,,,,,,,,,,,,
5/19/2025 8:12:22,5,6,6,6,6,6,6,6,6,5,6,6,3,5,6,3,3,3,5,6,4,6,Israel,Mid-Level Developer (3-5 yrs),Male,Embedded,High Criticality,Yes,No,6,6,6,5,5,6,5,6,6,Maintainability,Work relationships/Organizational visibility,,,,,,,,,,,,,,,,,,,
5/19/2025 10:12:38,,7,1,3,,6,7,6,7,,1,7,,,7,7,7,7,1,7,,,United States,Lead/Architect/Manager,Male,Frontend,,Yes,No,7,7,7,7,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,
5/19/2025 11:07:22,5,6,3,5,4,7,4,5,6,5,6,4,5,4,7,5,5,4,4,7,5,3,Israel,Mid-Level Developer (3-5 yrs),Male,Data Science/ ML Engineer/ AI Engineer,Varies Greatly,Yes,"Yes, No",4,6,6,6,6,6,6,6,6,Software Standards,Fairness,no,"The higher the project’s criticality, the more I favor reliability and risk mitigation over speed or innovation.",,,,,,,,,,,,,,,,,
5/20/2025 11:07:10,2,2,3,5,7,4,5,6,6,7,7,5,5,7,2,1,5,2,2,7,1,7,israel,Junior Developer (0-2 yrs),Female,Backend,High Criticality,Yes,No,7,7,3,5,5,5,4,1,4,Correctness,Broader Social Impact,,,,,,,,,,,,,,,,,,,
5/20/2025 12:17:37,5,5,4,4,5,5,5,5,4,5,5,4,2,4,7,4,4,5,3,5,4,5, Israel,"Student, Junior Developer (0-2 yrs)",Female,"Student (academia only, no part-time job)",Not Applicable,Yes,Yes,4,5,5,5,3,4,4,3,4,Correctness,Broader Social Impact,,,,,,,,,,,,,,,,,,,
5/20/2025 16:11:35,6,6,3,3,5,5,3,5,4,6,5,6,4,5,5,3,6,6,5,4,5,3,Israel,Junior Developer (0-2 yrs),Male,Backend,High Criticality,Yes,No,5,6,5,5,4,6,7,6,3,Correctness,Privacy,no,when it's super critical I'll prioritize correctness over other values,,,,,,,,,,,,,,,,,
5/21/2025 10:52:30,7,6,5,6,6,5,5,5,7,6,6,5,7,7,7,6,7,6,6,5,6,3,Israel,"Student, Junior Developer (0-2 yrs)",Male,Embedded,High Criticality,Yes,Yes,6,7,6,6,6,6,4,4,4,Correctness,Fairness,,,,,,,,,,,,,,,,,,,
5/24/2025 8:51:57,5,3,2,4,2,5,4,5,5,3,5,5,4,6,,3,6,4,,3,2,6,Israel,"Student, Junior Developer (0-2 yrs)",Male,Data Science/ ML Engineer/ AI Engineer,Medium Criticality,Yes,Yes,3,6,6,4,3,3,5,2,5,Correctness,Maintainability,,,,,,,,,,,,,,,,,,,
5/24/2025 9:33:44,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,4,6,6,4,2,4,4,Israel,Student,Male,Data Science/ ML Engineer/ AI Engineer,High Criticality,No,Yes,6,6,6,5,5,5,7,5,5,Work relationships/Organizational visibility,Accountability and Transparency,No,"I believe that when it becomes bigger, then the feeling of responsibility is greater, and therefore all of the mentioned before - privacy, correctness, fairness, etc.. are getting stronger influence on me and my work attitude ",,,,,,,,,,,,,,,,,
5/24/2025 9:38:48,6,6,2,4,5,6,5,5,6,6,6,6,5,,6,6,3,3,2,6,6,5,Israel,Lead/Architect/Manager,Male,Data Engineer,High Criticality,Yes,No,6,6,4,5,2,7,3,2,6,Correctness,Broader Social Impact,"Scalability, Performance","It's not just ""criticality"", each project comes with requirements that should be met. Some projects needs to handle high scale, some need to be very accurate, some need to deliver real time insight but accuracy can be lower, so I would say that values are prioritized based on requirements.",,,,,,,,,,,,,,,,,
6/4/2025 20:10:28,,6,1,6,5,7,5,6,,5,6,7,6,7,7,7,6,3,4,3,4,6,,,,,High Criticality,Yes,,5,6,7,6,7,7,7,3,7,Correctness,Work relationships/Organizational visibility,,,Israel,Mid-Level Developer (3-5 yrs),Male,Backend,,,No,No Way !,,,,,,,,,
6/4/2025 20:55:12,7,2,4,7,7,4,5,3,2,7,6,7,4,6,6,5,6,6,5,,2,6,,,,,High Criticality,Yes,,4,5,6,6,7,7,6,2,7,Maintainability,Broader Social Impact,No,"The more critical the project is, the more you prioritize safety, robustness, and correctness over speed, cost, or convenience.",USA,Student,Male,"Student (academia only, no part-time job)",,,No,Sure !,,,,,,,,,
6/4/2025 23:08:27,7,6,3,4,6,7,5,7,4,5,7,5,7,7,7,7,7,7,1,7,1,4,,,,,High Criticality,Yes,,7,7,5,7,7,7,7,4,7,Correctness,Broader Social Impact,No,If the feature Im working on is simply visual or unrelated to the test of the website then Im fine with releasing it even if not 100% as planned (but still works well).,Israel,Junior Developer (0-2 yrs),Male,Full-Stack,,,No,Sure !,,,,,,,,,
6/5/2025 8:06:25,4,5,6,6,7,7,7,7,4,7,7,7,7,5,6,6,4,3,3,5,6,7,,,,,High Criticality,Yes,,6,7,6,5,4,7,6,6,5,Correctness,Fairness,No,Idk,Israel,Mid-Level Developer (3-5 yrs),Male,Data Science/ ML Engineer/ AI Engineer,,,Yes,No Way !,,,,,,,,,
6/5/2025 14:28:54,5,6,7,4,6,6,7,6,5,6,7,7,6,7,4,6,6,6,2,6,7,4,,,,,High Criticality,Yes,,6,6,6,6,6,6,6,6,5,Correctness,Privacy,,,Israel,Senior Developer (6+ yrs),Male,Data Science/ ML Engineer/ AI Engineer,,,Yes,,,,,,,,,,
6/5/2025 15:01:15,5,6,4,6,6,7,7,7,3,6,7,5,4,3,6,3,5,5,5,3,3,5,,,,,High Criticality,No,,5,7,5,7,4,4,6,4,3,Correctness,Fairness,,"As the project is more critical, the more I prioritize correctness over fairness and privacy. The more time I have, I will also invest in documentation, maintenance, and lasty privacy and fairness as well. ",Israel,Student,Male,"Student (academia only, no part-time job)",,,No,Sure !,,,,,,,,,
6/6/2025 18:35:52,6,7,6,4,4,7,7,7,7,6,7,6,6,7,7,6,6,6,3,6,6,2,,,,,High Criticality,Yes,,5,7,7,7,7,7,6,6,7,Correctness,Software Standards,,,Israel,Junior Developer (0-2 yrs),Female,Frontend,,,No,,,,,,,,,,
6/6/2025 18:50:54,5,6,7,3,5,4,5,4,3,7,5,6,6,5,4,6,5,4,6,4,6,5,,,,,Medium Criticality,No,,6,4,6,7,7,7,6,7,7,Work relationships/Organizational visibility,Software Standards,I'd add efficiency and cost-effectiveness explicitly—sometimes that's the deciding factor.,"In high-criticality projects, efficiency and correctness become central. I’m pragmatic; I shift towards stricter testing and security checks more than usual.",Israel,Senior Developer (6+ yrs),Male,Backend,,,No,No Way !,,,,,,,,,
6/6/2025 18:58:16,5,5,4,4,4,7,7,7,6,7,5,5,5,7,6,5,7,6,7,3,6,5,,,,,Medium Criticality,No,,5,5,6,7,6,7,7,7,6,Software Standards,Work relationships/Organizational visibility,User accessibility considerations might be a good addition.,"Critical projects heighten my focus on fairness, respect, and preventing user harm. My ethical concerns grow even stronger when stakes rise.",Israel,Mid-Level Developer (3-5 yrs),Prefer not to say,UI/UX,,,No,Sure !,,,,,,,,,
6/6/2025 19:03:38,7,7,6,7,7,7,7,6,7,7,1,1,7,3,7,7,2,7,1,1,1,7,,,,,High Criticality,Yes,,6,7,7,7,5,7,3,6,7,Privacy,Work relationships/Organizational visibility,,,Israel,Senior Developer (6+ yrs),Male,DevOps,,,No,No Way !,,,,,,,,,
6/7/2025 13:05:01,7,6,,5,6,7,6,5,6,5,5,7,5,7,5,7,7,6,6,6,5,7,,,,,Varies Greatly,No,,6,5,6,6,7,6,7,7,5,Work relationships/Organizational visibility,Fairness,,"The higher the stakes, the more I prioritize fairness, accuracy, and social impact. It's essential to mitigate risks of harm or bias in critical projects.",Israel,Mid-Level Developer (3-5 yrs),Female,Data Science/ ML Engineer/ AI Engineer,,,No,Sure !,,,,,,,,,
6/7/2025 13:11:10,7,7,6,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,3,5,5,7,,,,,High Criticality,No,,6,7,6,7,7,7,7,7,7,Maintainability,Broader Social Impact,Maybe explicitly mentioning team dynamics or stress management under pressure would be helpful.,"When criticality increases, my emphasis shifts towards maintainability, correctness, and transparency. I aim for clarity and accountability in high-pressure scenarios.",Israel,Lead/Architect/Manager,Male,Team Lead/Manager,,,No,Sure !,,,,,,,,,
6/7/2025 16:34:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2025 16:41:54,5,4,3,2,4,3,4,5,6,2,3,4,2,2,2,3,4,4,4,2,6,3,,,,,Medium Criticality,Yes,,4,6,5,5,5,5,6,3,3,Correctness,Broader Social Impact,,,Israel,Junior Developer (0-2 yrs),Male,Frontend,,,No,Sure !,,,,,,,,,
6/7/2025 16:44:35,5,7,7,6,6,7,6,5,5,6,6,4,6,5,7,6,7,4,6,7,5,5,,,,,High Criticality,Yes,,6,5,5,6,7,6,4,5,6,Broader Social Impact,Maintainability,,,IL,Mid-Level Developer (3-5 yrs),Female,Full-Stack,,,No,No Way !,,,,,,,,,
6/7/2025 16:46:32,3,3,4,4,6,6,5,5,5,4,5,7,5,6,,6,5,4,4,3,4,5,,,,,Not Applicable,No,,5,7,5,7,7,7,7,7,5,Correctness,Software Standards,,,ISRAEL,Student,Male,"Student (academia only, no part-time job)",,,No,Sure !,,,,,,,,,
6/7/2025 16:53:13,6,6,3,6,4,7,6,5,6,5,5,6,5,7,7,6,6,4,3,5,5,4,,,,,High Criticality,Yes,,5,7,5,6,7,5,6,4,6,Correctness,Accountability and Transparency,,,Israel ,Junior Developer (0-2 yrs),Male,Data Science/ ML Engineer/ AI Engineer,,,No,,,,,,,,,,
6/7/2025 16:59:50,5,7,5,6,7,6,6,6,5,6,5,5,6,5,6,5,5,3,2,4,6,5,,,,,High Criticality,No,,4,7,6,6,6,6,5,5,5,Software Standards,Broader Social Impact,,,Israel ,Student,Female,"Student (academia only, no part-time job)",,,No,,,,,,,,,,
6/7/2025 17:05:16,5,6,1,6,5,6,5,5,6,6,6,6,6,6,6,6,7,5,3,4,6,6,,,,,High Criticality,No,,6,6,6,6,6,5,7,5,6,Work relationships/Organizational visibility,,,,,Junior Developer (0-2 yrs),Male,DevOps,,,No,,,,,,,,,,